BioComment,JRH_Final_Ref_Cod,DataSource,StationID,UID,Latitude,Longitude,Sta_Desc,US_L3CODE,US_L3NAME,US_L4CODE,US_L4NAME,VAHU6,ASSESS_REG,OFFICE_NM,VaName,Tidal,VAHUSB,FedName,HUC10,Basin,BASIN_CODE,Basin_Code,CountyCityName,FIPS,BASINS_HUC_12,WQS_ID,WQS_CLASS,WQS_SPSTDS,WQS_PWS,WQS_TROUT,WQS_TIER_III,Order,totalArea_sqMile,ELEVMIN,ELEVMAX,ELEVMEAN,ELEVSD,ELEVRANGE,SLPMIN,SLPMAX,SLPMEAN,SLPSD,SLPRANGE,wshdRain_mmyr,siteRain_mmyr,wshdRain_inyr,siteRain_inyr,wshedRain_inyr
,Str,VDEQ_BUG,4ACAN000.80,,36.54055556,-79.26333333,Cane Cr. @ Cedar Rd (NC RTE 1530),45,Piedmont,45e,Northern Inner Piedmont,RD41,BRRO,Blue Ridge,Dan River-Cane Creek,N,RD,Cane Creek-Dan River,0301010401,Roanoke River Basin,4A,Roanoke,,,030101040109,RL_4A_083981,III,,,,,,,,,,,,,,,,,,,,,
,Str,VDEQ_BUG,4ADAN021.36,,36.6665,-78.986694,Dan River downstream of News Ferry,45,Piedmont,45e,Northern Inner Piedmont,RD49,BRRO,Blue Ridge,Dan River-Chalmers Creek,N,RD,Chalmers Creek-Dan River,0301010404,Roanoke River Basin,4A,Roanoke,Halifax,083,030101040402,RL_4A_093912,III,,,,,,,,,,,,,,,,,,,,,
,Str,VDEQ_BUG,4ADAN027.56,,36.65297222,-79.08619444,Dan R. east of Rt 691 near Paces,45,Piedmont,45e,Northern Inner Piedmont,RD46,BRRO,Blue Ridge,Dan River-Big Toby Creek,N,RD,Big Toby Creek-Dan River,0301010403,Roanoke River Basin,4A,Roanoke,Halifax,083,030101040304,,,,,,,,,,,,,,,,,,,,,,,
,Str,VDEQ_BUG,4ADAN075.22,,36.54166667,-79.60516667,RT. 880 BRIDGE AT STATE LINE,45,Piedmont,45g,Triassic Basins,RD32,BRRO,Blue Ridge,Dan River-Trotters Creek,N,RD,Trotters Creek-Dan River,0301010309,Roanoke River Basin,4A,Roanoke,Pittsylvania,143,030101030903,RL_4A_056515,III,PWS,Yes,,,,,,,,,,,,,,,,,,,
,Str,VDEQ_BUG,4AENT001.64,,37.14583333,-78.895,Entry Cr @ rt 601,45,Piedmont,45e,Northern Inner Piedmont,RU70,BRRO,Blue Ridge,Little Falling River-Entry Creek,N,RU,Entry Creek-Little Falling River,0301010202,Roanoke River Basin,4A,Roanoke,Campbell,031,030101020206,RL_4A_104563,III,,,,,,,,,,,,,,,,,,,,,
,Str,VDEQ_BUG,4AFAL000.92,4AFAL000.92_2008,36.59251667,-79.37823333,"Fall Creek near E. Thomas St. (Rt. 655),",45,Piedmont,45e,Northern Inner Piedmont,RD38,BRRO,Blue Ridge,Fall Creek,N,RD,Fall Creek,0301010401,Roanoke River Basin,4A,Roanoke,Danville,590,030101040101,RL_4A_081595,III,,,,,4,36.84144326,121,355,194.8627543,27.9828131,234,0,17.92007446,3.642443298,1.973916521,17.92007446,11101.17,437.054173,,43.27285801,1099.13
,Str,VDEQ_BUG,4AFLT002.60,,36.63166667,-78.17166667,Flat Creek @ rt 630 bridge(Belfield Rd.),45,Piedmont,45f,Northern Outer Piedmont,RL14,BRRO,Blue Ridge,Lake Gaston-Flat Creek,N,RL,Flat Creek-Lake Gaston,0301010602,Roanoke River Basin,4A,Roanoke,Mecklenburg,117,030101060203,RL_4A_133227,III,PWS,Yes,,,,,,,,,,,,,,,,,,,
,Str,VDEQ_BUG,4AGRT003.82,,36.59305555,-78.09083333,"GREAT CREEK, RT. 619 BRIDGE",45,Piedmont,45f,Northern Outer Piedmont,RL18,BRRO,Blue Ridge,Roanoke River/Lake Gaston-Great Creek,N,RL,Great Creek-Lake Gaston,0301010603,Roanoke River Basin,4A,Roanoke,Mecklenburg,117,030101060302,RL_4A_133022,III,PWS,Yes,,,,,,,,,,,,,,,,,,,
,Str,VDEQ_BUG,4AGSY004.60,,36.64972222,-78.87055556,Grassy Cr @ rt 744,45,Piedmont,45e,Northern Inner Piedmont,RD51,BRRO,Blue Ridge,Dan River-John H Kerr Reservoir-Grassy Creek,N,RD,Grassy Creek-Dan River,0301010404,Roanoke River Basin,4A,Roanoke,Halifax,083,030101040404,RL_4A_094772,III,,,,,,,,,,,,,,,,,,,,,
,Str,VDEQ_BUG,4AHEN004.27,,36.92638889,-78.63611111,Horsepen Cr @ rt 612,45,Piedmont,45c,Carolina Slate Belt,RU85,BRRO,Blue Ridge,Horsepen Creek,N,RU,Horsepen Creek,0301010205,Roanoke River Basin,4A,Roanoke,Charlotte,037,030101020505,RL_4A_106730,III,PWS,Yes,,,,,,,,,,,,,,,,,,,
,Str,VDEQ_BUG,4ALAR000.00,,36.63610833,-78.80662778,Larkin Br hike to just upstrm of Hyco R,45,Piedmont,45c,Carolina Slate Belt,RD74,BRRO,Blue Ridge,Hyco River/John H Kerr Reservoir-Larkin Branch,N,RD,Larkin Branch-Hyco River,0301010406,Roanoke River Basin,4A,Roanoke,Halifax,083,030101040608,RL_4A_097546,III,PWS,Yes,,,,,,,,,,,,,,,,,,,
,Str,VDEQ_BUG,4ALFF001.85,,36.62638889,-78.62888889,"LITTLE BUFFALO CREEK, RT 58 BRIDGE",45,Piedmont,45c,Carolina Slate Belt,RD77,BRRO,Blue Ridge,Dan River/John H Kerr Reservoir-Buffalo Creek,N,RD,Buffalo Creek-Dan River,0301010407,Roanoke River Basin,4A,Roanoke,Mecklenburg,117,030101040704,RL_4A_098318,III,PWS,Yes,,,,,,,,,,,,,,,,,,,
,Str,VDEQ_BUG,4ALWN000.88,,36.59383333,-78.83430556,Little Bluewing Ck @ Rte 740 Wilson Rd,45,Piedmont,45c,Carolina Slate Belt,RD73,BRRO,Blue Ridge,Big Bluewing Creek,N,RD,Big Bluewing Creek,0301010406,Roanoke River Basin,4A,Roanoke,Halifax,083,030101040607,RL_4A_094431,III,PWS,Yes,,,,,,,,,,,,,,,,,,,
,Str,VDEQ_BUG,4ALYT003.77,,36.73166667,-78.32333333,"LAYTONS CREEK, RT. 671 BRIDGE",45,Piedmont,45c,Carolina Slate Belt,RL10,BRRO,Blue Ridge,Allen Creek-Layton Creek,N,RL,Layton Creek-Allen Creek,0301010601,Roanoke River Basin,4A,Roanoke,Mecklenburg,117,030101060101,RL_4A_131279,III,PWS,Yes,,,,,,,,,,,,,,,,,,,
,Str,VDEQ_BUG,4AMES006.61,,36.676872,-78.218352,upstream of Hwy 58,45,Piedmont,45f,Northern Outer Piedmont,RL13,BRRO,Blue Ridge,Miles Creek-Dockery Creek,N,RL,Dockery Creek-Miles Creek,0301010602,Roanoke River Basin,4A,Roanoke,Mecklenburg,117,030101060202,RL_4A_132546,III,PWS,Yes,,,,,,,,,,,,,,,,,,,
,Str,VDEQ_BUG,4AMEY016.00,4AMEY016.00_2007,37.25027778,-79.08861111,"PRIVATE ROAD OFF RT. 655, BELOW RUSTBURG",45,Piedmont,45e,Northern Inner Piedmont,RU68,BRRO,Blue Ridge,Mollys Creek,N,RU,Mollys Creek,0301010202,Roanoke River Basin,4A,Roanoke,Campbell,031,030101020204,RL_4A_092842,III,,,,,2,2.682290306,219,381,261.5428738,19.04082805,162,0,23.09424019,4.318361781,2.729481483,23.09424019,1069.56,42.10868416,,42.10868416,1069.56
,Str,VDEQ_BUG,4APDA000.35,,36.69558333,-78.90756667,"Poplar Creek near Summit Rd. brg, S. Bo",45,Piedmont,45e,Northern Inner Piedmont,RD51,BRRO,Blue Ridge,Dan River-John H Kerr Reservoir-Grassy Creek,N,RD,Grassy Creek-Dan River,0301010404,Roanoke River Basin,4A,Roanoke,Halifax,083,030101040404,RL_4A_094588,III,,,,,,,,,,,,,,,,,,,,,
,Str,VDEQ_BUG,4ARAC000.92,,36.70166667,-78.88638889,Reedy Cr @ Ash St- SoBo,45,Piedmont,45e,Northern Inner Piedmont,RD51,BRRO,Blue Ridge,Dan River-John H Kerr Reservoir-Grassy Creek,N,RD,Grassy Creek-Dan River,0301010404,Roanoke River Basin,4A,Roanoke,Halifax,083,030101040404,RL_4A_094802,III,,,,,,,,,,,,,,,,,,,,,
,Str,VDEQ_BUG,4ARUT000.45,4ARUT000.45_2011,36.55644445,-79.41636111,"Rutledge Cr @ Edmunds St, Danville",45,Piedmont,45e,Northern Inner Piedmont,RD39,BRRO,Blue Ridge,Dan River-Pumpkin Creek,N,RD,Pumpkin Creek-Dan River,0301010401,Roanoke River Basin,4A,Roanoke,Danville,590,030101040102,RL_4A_081224,III,,,,,2,3.756735392,134,220,177.4385041,17.05707278,86,0,15.07703114,4.356595819,2.133403139,15.07703114,1102.41,43.40199194,,43.37915728,1101.83
,Str,VDEQ_BUG,4ASCK003.10,,36.843578,-79.246647,Shockoe Ck @ Rte 895,45,Piedmont,45g,Triassic Basins,RD58,BRRO,Blue Ridge,Banister River-Shockoe Creek,N,RD,Shockoe Creek-Banister River,0301010502,Roanoke River Basin,4A,Roanoke,Pittsylvania,143,030101050203,RL_4A_086385,III,,,,,,,,,,,,,,,,,,,,,
,Str,VDEQ_BUG,4AXVK001.44,4AXVK001.44_2009,37.15405278,-78.86138889,ut Entry Cr w of 600 s of 639,45,Piedmont,45e,Northern Inner Piedmont,RU70,BRRO,Blue Ridge,Little Falling River-Entry Creek,N,RU,Entry Creek-Little Falling River,0301010202,Roanoke River Basin,4A,Roanoke,Campbell,031,030101020206,,,,,,,1,0.182816184,197,215,207.382906,3.829014381,18,0,5.26454401,1.740713081,1.000252394,5.26454401,2187.72,1092.77,86.13075517,43.02246418,
,Str,VDEQ_BUG,4AXVO000.50,4AXVO000.50_2012,37.075,-78.52727778,UT Spencer just west of Rte 653,45,Piedmont,45f,Northern Outer Piedmont,RU81,BRRO,Blue Ridge,Roanoke Creek-Spring Creek,N,RU,Spring Creek-Roanoke Creek,0301010205,Roanoke River Basin,4A,Roanoke,Charlotte,037,030101020501,RL_4A_136334,III,PWS,Yes,,,1,1.269252795,137,208,172.6388614,15.25417317,71,0,17.41501617,4.078945759,2.36898453,17.41501617,3273.25,1090.23,128.8681798,42.92246412,
,Ref-Pied?,VDEQ_BUG,2-BUF026.43,,37.658653,-79.144629,Buffalo River @ Rt 60,45,Piedmont,45e,Northern Inner Piedmont,JM28,BRRO,Blue Ridge,Buffalo River-North Fork Buffalo River,N,JM,North Fork Buffalo River-Buffalo River,0208020306,James River Basin,2B,James-Middle,Amherst,009,020802030601,RL_2B_116675,III, ,,,,,,,,,,,,,,,,,,,,
,Ref-Pied?,VDEQ_BUG,4ACRE008.60,4ACRE008.60_2017,36.975056,-79.001083,Childrey Ck just DS of Hwy 40,45,Piedmont,45e,Northern Inner Piedmont,RU72,BRRO,Blue Ridge,Roanoke River-Childrey Creek,N,RU,Childrey Creek-Roanoke River,0301010204,Roanoke River Basin,4A,Roanoke,Halifax,083,030101020401,RL_4A_101699,III,PWS,Yes,,,3,15.55161215,134,217,178.7668228,14.83393261,83,0,16.69365501,4.043643336,2.274083627,16.69365501,4398.2,1100.16,173.1575738,43.31340922,
,Ref-Pied?,VDEQ_BUG,4ACRE008.75,,36.97416667,-79.00361111,Childrey Cr @ State Shed Rd (rt 645),45,Piedmont,45e,Northern Inner Piedmont,RU72,BRRO,Blue Ridge,Roanoke River-Childrey Creek,N,RU,Childrey Creek-Roanoke River,0301010204,Roanoke River Basin,4A,Roanoke,Halifax,083,030101020401,RL_4A_101699,III,PWS,Yes,,,,,,,,,,,,,,,,,,,
,Ref-Pied?,VDEQ_BUG,4ADBC002.19,,36.63166667,-79.17666667,"DOUBLE CREEK, RT. 688 BRIDGE",45,Piedmont,45e,Northern Inner Piedmont,RD44,BRRO,Blue Ridge,Dan River-Double Creek,N,RD,Double Creek-Dan River,0301010403,Roanoke River Basin,4A,Roanoke,Halifax,083,030101040302,RL_4A_084766,III,,,,,,,,,,,,,,,,,,,,,
,Ref-Pied?,VDEQ_BUG,4ADEV000.64,4ADEV000.64_2011,36.849,-78.53697222,Devils Br S of Rt 603,45,Piedmont,45c,Carolina Slate Belt,RU91,BRRO,Blue Ridge,Bluestone Creek-Otter Creek,N,RU,Otter Creek-Bluestone Creek,0301010207,Roanoke River Basin,4A,Roanoke,Charlotte,037,030101020701,,,,,,,2,4.868823443,132,182,160.0178076,8.903937677,50,0,13.27113724,3.14067831,1.696022181,13.27113724,2189.1,1094.49,86.18508591,43.09018075,
,Ref-Pied?,VDEQ_BUG,4AEKH003.68,,36.86969444,-79.15088889,"Elkhorn Cr @ rt 680, Church Rd",45,Piedmont,45e,Northern Inner Piedmont,RD61,BRRO,Blue Ridge,Elkhorn Creek,N,RD,Elkhorn Creek,0301010502,Roanoke River Basin,4A,Roanoke,Pittsylvania,143,030101050206,RL_4A_086985,III,,,,,,,,,,,,,,,,,,,,,
,Ref-Pied?,VDEQ_BUG,4AWRN000.43,,36.87666667,-79.24833333,"RT 683, CEDAR HILL ROAD?",45,Piedmont,45g,Triassic Basins,RD57,BRRO,Blue Ridge,Whitehorn Creek-Georges Creek,N,RD,Georges Creek-Whitehorn Creek,0301010502,Roanoke River Basin,4A,Roanoke,Pittsylvania,143,030101050202,RL_4A_086474,III,,,,,,,,,,,,,,,,,,,,,
,Ref-Pied?,VDEQ_BUG,4AXVN001.55,4AXVN001.55_2010,36.87890278,-78.84780278,UT Difficult SW of Wests Store,45,Piedmont,45e,Northern Inner Piedmont,RU88,BRRO,Blue Ridge,Difficult Creek-Piney Creek,N,RU,Piney Creek-Difficult Creek,0301010206,Roanoke River Basin,4A,Roanoke,Halifax,083,030101020602,,,,,,,1,1.179767357,137,179,162.7670394,8.947087535,42,0,12.78812885,3.161218541,1.682602473,12.78812885,4377.41,1093.46,172.3390694,43.04962955,
,Ref-Pied?,VDEQ_BUG,4AXVP000.20,4AXVP000.20_2013,36.61938889,-79.35177778,"UT Little Fall Ck W of 729, East of 360",45,Piedmont,45e,Northern Inner Piedmont,RD38,BRRO,Blue Ridge,Fall Creek,N,RD,Fall Creek,0301010401,Roanoke River Basin,4A,Roanoke,Pittsylvania,143,030101040101,RL_4A_081562,III,,,,,1,0.202326201,158,210,187.0808709,11.04887152,52,0,9.474884987,3.687875087,1.748443157,9.474884987,2204.48,1102.24,86.79059805,43.39529902,
,Ref?,VDEQ_BUG,2-BNF003.52,2-BNF003.52_2001,37.71877222,-79.20181111,Along Rt. 635 in Nat. For.,66,Blue Ridge,66a,Northern Igneous Ridges,JM28,BRRO,Blue Ridge,Buffalo River-North Fork Buffalo River,N,JM,North Fork Buffalo River-Buffalo River,0208020306,James River Basin,2B,James-Middle,Amherst,009,020802030601,,,,,,,2,5.687559042,453,1235,915.495307,173.7650205,782,0.355126977,41.56312943,19.67894496,6.899972432,41.20800245,1050.61,1050.61,41.36262076,41.36262076,
,Ref?,VDEQ_BUG,2-WIC005.69,,37.4747,-78.8972,Wreck Island Ck @ Rte 683,45,Piedmont,45e,Northern Inner Piedmont,JM16,BRRO,Blue Ridge,Wreck Island Creek,N,JM,Wreck Island Creek,0208020304,James River Basin,2B,James-Middle,Appomattox,011,020802030404,RL_2B_120205,III, ,,,,,,,,,,,,,,,,,,,,
,Ref?,VDEQ_BUG,2-PRB000.53,,37.3746,-78.792,Plain Run Br @ Rte 627,45,Piedmont,45e,Northern Inner Piedmont,JA01,PRO,Piedmont,Appomattox River-Wolf Creek,N,JA,Wolf Creek-Appomattox River,0208020702,James River Basin,2D,Appomattox,Appomattox,011,020802070201,RL_2D_121273,III, ,,,,,,,,,,,,,,,,,,,,
,Ref?,VDEQ_BUG,2-FSP000.53,,37.369355,-78.645578,"FISHPOND CR., RT 617",45,Piedmont,45e,Northern Inner Piedmont,JA03,PRO,Piedmont,Appomattox River-Fishpond Creek,N,JA,Fishpond Creek-Appomattox River,0208020702,James River Basin,2D,Appomattox,Appomattox,011,020802070203,RL_2D_121887,III, ,,,,,,,,,,,,,,,,,,,,
,Ref?,VDEQ_BUG,2-RGH000.35,,37.33583333,-78.69611111,Rt. 627 bridge,45,Piedmont,45e,Northern Inner Piedmont,JA02,PRO,Piedmont,Appomattox River-Suanee Creek,N,JA,Suanee Creek-Appomattox River,0208020702,James River Basin,2D,Appomattox,Appomattox,011,020802070202,RL_2D_121018,III, ,,,,,,,,,,,,,,,,,,,,
,Ref?,VDEQ_BUG,4ACRR011.77,,36.9002,-79.45780556,Cherrystone Ck US of trib crossing 798,45,Piedmont,45e,Northern Inner Piedmont,RD55,BRRO,Blue Ridge,Cherrystone Creek,N,RD,Cherrystone Creek,0301010501,Roanoke River Basin,4A,Roanoke,Pittsylvania,143,030101050104,RL_4A_083320,III,PWS,Yes,,,,,,,,,,,,,,,,,,,
,Ref?,VDEQ_BUG,4ALLC002.18,,37.0315,-79.3066,Little Sycamore at Rt 653,45,Piedmont,45e,Northern Inner Piedmont,RU47,BRRO,Blue Ridge,Sycamore Creek-Little Sycamore Creek,N,RU,Little Sycamore Creek-Sycamore Creek,0301010113,Roanoke River Basin,4A,Roanoke,Pittsylvania,143,030101011304,RL_4A_090201,III,PWS,Yes,,,,,,,,,,,,,,,,,,,
,Ref?,VDEQ_BUG,4ARAC002.09,,36.9018,-78.7655,Reedy Creek at Lloyds Mill Rd. (Rt. 780),45,Piedmont,45e,Northern Inner Piedmont,RU80,BRRO,Blue Ridge,Roanoke River-Hunting Creek,N,RU,Hunting Creek-Roanoke River,0301010204,Roanoke River Basin,4A,Roanoke,Halifax,083,030101020405,RL_4A_099586,III,PWS,Yes,,,,,,,,,,,,,,,,,,,
,Ref,VDEQ_BUG,2BBKF002.05,,37.44177778,-78.87219444,Blackfoot Creek @ Rte 665,45,Piedmont,45e,Northern Inner Piedmont,JM16,BRRO,Blue Ridge,Wreck Island Creek,N,JM,Wreck Island Creek,0208020304,James River Basin,2B,James-Middle,Appomattox,011,020802030404,RL_2B_119163,III, ,,,,,,,,,,,,,,,,,,,,
,Ref,VDEQ_BUG,2BBUF006.39,2BBUF006.39_2018,37.574986,-78.950072,Buffalo R West of Banton Lane,45,Piedmont,45e,Northern Inner Piedmont,JM31,BRRO,Blue Ridge,Buffalo River-Rocky Creek,N,JM,Rocky Creek-Buffalo River,0208020306,James River Basin,2B,James-Middle,Amherst,009,020802030604,RL_2B_120100,III, ,,,,4,139.1434095,145,1235,317.7578384,186.5330028,1090,0,41.93174744,10.01923027,7.03389529,41.93174744,40969.35,1120.91,1612.967406,44.13033879,
,Ref,VDEQ_BUG,2-BCR007.68,2-BCR007.68_2012,37.32308333,-79.10047222,Beaver Ck just downstream of Hwy 501,45,Piedmont,45e,Northern Inner Piedmont,JM12,BRRO,Blue Ridge,Beaver Creek,N,JM,Beaver Creek,0208020303,James River Basin,2B,James-Middle,Campbell,031,020802030306,,,,,,,3,16.64214195,186,429,266.3591573,30.97661459,243,0,34.52370071,5.724461044,3.678543144,34.52370071,5292.9,1063.67,208.3820023,41.87679427,
,Ref,VDEQ_BUG,2BXBA000.52,2BXBA000.52_2017,37.416333,-79.009361,UT Joshua South of Pinecrest Ln,45,Piedmont,45e,Northern Inner Piedmont,JM13,BRRO,Blue Ridge,James River-Archer Creek,N,JM,Archer Creek-James River,0208020304,James River Basin,2B,James-Middle,Appomattox,011,020802030401,RL_2B_118571,III, ,,,,1,0.824287953,176,324,227.9866768,24.00882465,148,0,22.75874519,6.756884189,3.460501548,22.75874519,1077.46,1077.46,42.41970795,42.41970795,
,Ref,VDEQ_BUG,2-POL010.11,2-POL010.11_2002,37.61011111,-79.25310833,Below Rt. 640 Bridge,45,Piedmont,45e,Northern Inner Piedmont,JM05,BRRO,Blue Ridge,Pedlar River-Browns Creek,N,JM,Browns Creek-Pedlar River,0208020302,James River Basin,2B,James-Middle,Amherst,009,020802030202,,,,,,,3,51.50029513,229,1234,596.4378251,194.6668868,1005,0,40.45346451,15.0532909,6.645860973,40.45346451,17069.43,1011.37,672.025166,39.81773804,
,Ref,VDEQ_BUG,2-POL019.63,,37.69527778,-79.2775,Pedlar River upstr of reservoir @ rt 636,66,Blue Ridge,66a,Northern Igneous Ridges,JM04,BRRO,Blue Ridge,Pedlar River-Lynchburg Reservoir,N,JM,Lynchburg Reservoir-Pedlar River,0208020302,James River Basin,2B,James-Middle,Amherst,009,020802030201,RL_2B_116381,V,PWS,Yes,Yes,,,,,,,,,,,,,,,,,,
,Ref,VDEQ_BUG,2-POL020.03,2-POL020.03_2017,37.696389,-79.281889,Pedlar River upstream of Reservoir Rd,66,Blue Ridge,66a,Northern Igneous Ridges,JM04,BRRO,Blue Ridge,Pedlar River-Lynchburg Reservoir,N,JM,Lynchburg Reservoir-Pedlar River,0208020302,James River Basin,2B,James-Middle,Amherst,009,020802030201,RL_2B_116229,V,"PWS, ESW-8",Yes,Yes,Yes,3,27.07079395,342,1234,697.4233111,160.0862992,892,0,40.45346451,15.41503383,6.425901433,40.45346451,9901.81,1009.58,389.8352499,39.74726556,
,Ref,VDEQ_BUG,4ABKN008.26,4ABKN008.26_2015,36.86619444,-79.49858333,Bearskin Ck upstream of Rte 800,45,Piedmont,45e,Northern Inner Piedmont,RD53,BRRO,Blue Ridge,Bearskin Creek,N,RD,Bearskin Creek,0301010501,Roanoke River Basin,4A,Roanoke,Pittsylvania,143,030101050102,RL_4A_082659,III,PWS,Yes,,,1,1.386531978,246,300,275.6033077,11.09124539,54,0,10.62474823,3.056529168,1.553084036,10.62474823,1133.5,1133.5,44.62600835,44.62600835,
,Ref,VDEQ_BUG,4ACAS003.45,4ACAS003.45_2012,36.5595,-79.67980556,Cascade Cr @ rt 622 (Cascade Road),45,Piedmont,45g,Triassic Basins,RD31,BRRO,Blue Ridge,Cascade Creek,N,RD,Cascade Creek,0301010309,Roanoke River Basin,4A,Roanoke,Pittsylvania,143,030101030902,RL_4A_056364,IV,PWS,Yes,,,3,21.97678042,168,316,239.0553012,29.55960235,148,0,19.68086624,4.977916503,2.702491815,19.68086624,7876.49,310.0981989,,44.20081127,1122.7
